name,price,manufacturer
AMD Ryzen 5 5600X Vermeer 3.7GHz 6-Core Processor - In store only Microcenter $249.99,$249.99,Micro Center
Poly Plantronics Speakerphone and Polycom Video Cyber Week Deals $89,$89,
Intel Core i7-12700K Alder Lake 3.6GHz Twelve-Core LGA 1700 Boxed Processor - In Store Only MicroCenter $349.99,$349.99,Micro Center
128GB Samsung Pro Endurance U1 microSDXC Memory Card w/ Adapter,$19,Best Buy
1000W EVGA SuperNova P3 80+ Platinum Power Supply @Newegg (AR) $160,$160,Newegg
HP EX950 1TB NVMe Gen 3 SSD - $93.49,$93.49,Amazon
NETGEAR - Orbi RBK12 AC1200 Mesh WiFi System with Router and Satellite Extender $64 at Walmart YMMV,,Walmart
Microsoft 365 Personal 3 Months YMMV $6.99,$6.99,Microsoft Store
Lenovo 10e Chromebook Tablet Keyboard Folio Case - US English $28.49,$28.49,Lenovo
Intel Core i7-11700K Rocket Lake 3.6GHz Eight-Core LGA 1200 Processor - In store only Microcenter $249.99,$249.99,Micro Center
"FastestVPN Lifetime Subscription for 20 Logins, Plus 2TB Cloud Storage and Password Manager $16.60",$16.60,Daily Steals
Elgato Key Light Air (2-pack) for $198 + tax w/ FS @ corsair.com,$198,Corsair
Cyber Monday - Time for Smart Savings @ Dell - Save up to 50% off!,,Dell Technologies
"PIA VPN 3 yr plan $79; Existing PIA customers, $69 after $10 coupon. YMMV - $79",$79,Private Internet Access
Lenovo X1 Yoga 6th Gen with Bose Sport Earbuds (Bose Certified Refurbished) $1199,"$1,199",Lenovo
TP-Link Archer A20 AC4000 Wireless Tri-Band Gigabit Router + $10 B&H E-Gift Card $110 + free s/h,$110,B&H Photo Video
QNAP TS-653D-4G 6 Bay NAS @ Amazon for $549.99 (After Clipon Coupon),$549.99,Amazon
"Gigabyte G34WQC 34"" 21:9 FreeSync UWQHD 144Hz Gaming Monitor @Newegg  $449",$449,Newegg
WD_BLACK SN750 SE NVMe SSD Battlefield 2042 Game Bundle 1TB - $120 AC @Gamestop,$120,GameStop
"Lenovo Ideapad 5 Pro 14"" $800 Ryzen 7 5800U 16GB 512MB $799.99",$799.99,Micro Center
Photo Mechanic 6 on sale for $129 or $69 for upgrade,$129,
"32"" QHD Monitor with HDR support Monitors - LS32A600NWNXGO - $300",$300,Samsung
GeIL ORION RGB AMD Edition 32GB (2 x 16GB) 288-Pin DDR4 3200 CL18 - $93 AC @Newegg,$93,Newegg
"27"" LG 27GL850-B UltraGear QHD IPS 1ms LED FreeSync G-Sync Monitor $347 + Free Shipping",$347,Amazon
HP ENVY x360 Convertible Laptop-13z-ay100 ryzen 5 5600u 8gb DDR4 13.3&quot; touch 400 nits 1920x1080 256gb m2 HP tilt pen $649.99,$649.99,HP
i7 12700k $350,$350,Micro Center
Cooler Master SickleFlow 120 V2 ARGB 120mm Cooler Fan 3-pk@Newegg (AR) $35,$35,Newegg
Corsair iCUE 4000X RGB Tempered Glass Mid Tower Case @Newegg $110,$110,Newegg
Seasonic Focus PX-850 850W 80+ Platinum Modular Power Supply @Newegg (AR/AC) $110,$110,Newegg
Elgato Products 10% off Wave:3 $105 before tax,,Corsair
PNY XLR8 CS3040 1TB M.2 NVMe Gen4 x4 SSD $125 or $130 with heatsink free shipping,$124.99,Best Buy
Edifier Big Sale. Free $120 W860NB ANC over ear headphones if you spend 200$,,
Apple Mac Mini M1 - 16GB Memory - 1TB SSD $1149 @ B&H (Cyber Monday savings $150),"$1,149",B&H Photo Video
Samsung EDU offer: PRO Endurance microSD Memory Card 128GB + FS  $18.04,$18.04,Samsung
MasterLiquid ML280 Mirror ARGB Close-Loop AIO CPU Liquid Cooler @Newegg $55 (AR)  or less,$55,Newegg
HP Laptop -15t-dw300 $369.99 (was $599.99) + xtra 5% off accessories @ hp.com - Free Shipping,,HP
Babbel Language Learning: Lifetime Subscription (All Languages) $179,$179,StackSocial
"Lenovo IdeaPad Slim 9i 82D2000QUS 14"" Laptop $999",$999,Microsoft Store
NordVPN 72% OFF Black Friday,$79,NordVPN
"1-Year Quicken Home and Business (Windows/Mac Download) ""New Subscribers Only"" on sale for $39.99",$39.99,Newegg
Netgear CM1200 DOCSIS 3.1 Multi-Gig Cable Modem + FS $150,$150,B&H Photo Video
"Lenovo 10.1"" 2-in-1 Chromebook Duet 3 64GB $179 free shipping",$179,Office Depot and OfficeMax
Various Lenovo Laptop/Tablet Sleeves - starting at $6.39 Free Shipping,$6.39,Lenovo
2TB Portable SSD for $164.99,$164.99,GameStop
Samsung - Odyssey Gaming CRG5 Series 24” LED Curved FHD FreeSync Monitor - Black - Black $149.99,$149.99,Best Buy
"Firewalla (Cybersecurity Firewall For Home): Red @ 109, Blue @ 169, Blue+ @ 194, Gold @ 438 $109.99",$109.99,
Logitech Keys-To-Go - Keyboard - Bluetooth $44.99,$44.99,Dell Home & Office
Malwarebytes 50% to 60% Off $16,$16,Malwarebytes
Netgear Orbi AX1800 Whole Home Mesh System - Router and 3X Satellites $298.96,$298.96,Netgear
NETGEAR WAX204-100NAS AX1800 Dual Band Access Point @Newegg $59 plus free shipping,$59,Newegg
Wellbots - GRYPHON AX ADVANCED SECURITY AND PARENTAL CONTROL TRI-BAND MESH WIFI 6 SYSTEM $213 FS AC $213.3,$213.30,Wellbots
FastestVPN: Lifetime VPN Service Subscription (15 Multi Logins),$16.60,FastestVPN
1Password Password Manager $125 Gift Card for $99,$99,1Password
"Acer 315 Chromebook: Celeron N4020, 15.6"" 1080p Touchscreen, 4GB RAM, 64GB eMMC",$217,Walmart
Sabrent 4TB Rocket Q4 NVMe PCIe 4.0 M.2 2280  w/Heatsink (SB-RKTQ4-HTSS-4TB) - $599,$599,Amazon
Elgato Stream Deck MK.2 plus free faceplate $139,$139,Corsair
Cooler Master MasterLiquid ML120L V2 RGB AIO Liquid CPU Cooler @Newegg (AR) $45,$45,Newegg
SYNOLOGY RT2600ac Wi-Fi AC 2600 Gigabit Router @Newegg $160,$160,Newegg
Roon - 3 months for $1 until 11/29,,
"HP Omen 16z Laptop: 16.1"" QHD 165Hz IPS, Ryzen 7 5800H, RTX 3070, 16GB DDR4, 512GB PCIe SSD, Win11H @ $1466.99 + F/S","$1,466.99",HP
Creality Halot-One 3d resin printer $189,$189,Amazon
Amazon NETGEAR - R7000P-100NAS Nighthawk WiFi Router - AC2300 $109.99,$109.99,Amazon
"LG gram 16"" 2-in-1 Touchscreen Intel Evo Platform Laptop - 11th Gen Intel Core i7-1165G7 - WQXGA - 2560 x 1600 Display - Windows 11 $1199.97","$1,199.97",Costco Wholesale
Razer Huntsman Mini Optical Gaming Keyboard - $59.99 - Free shipping for Prime members - $59.99,$59.99,Woot!
"Inateck M.2 NVMe SSD Enclosure, USB 3.2 Gen 2, with 2 x Cable of Type A/Type C, $16.99, 35% Off",$16.99,Amazon
PrivateVPN $72 for 3 yrs. That's $2 a month.,,
"Inateck M.2 NVMe SSD Enclosure, USB 3.2 Gen 2, with 2 x Cable of Type A/Type C, $16.99, 35% Off",$16.99,Amazon
PrivateVPN $72 for 3 yrs. That's $2 a month.,,
"Lenovo ThinkPad X1 Yoga Gen 6 Intel (14"") $1389 Doorbuster","$1,389",Lenovo
Native Instruments MASSIVE X Software Synthesizer at Sweetwater $99.5,$99.50,Sweetwater Audio
"ViewSonic Gaming Monitor blowout sale | 27"" IPS 144hz for $200, 27"" 2K 144hz for $229, and more",$199.99,Newegg
"HP Sprocket Select Portable 2.3x3.4"" Instant Photo Printer $74.99 @ Amazon",$74.99,Amazon
Saitek X52 Flight Control System / HOTAS - $127.09 + FS at Office Depot,$127.09,Office Depot and OfficeMax
Samsung SSD T7 Touch AND  BAR Plus USB 3.1 Flash Drive 128GB Titan Grey $139.44,$139.44,Samsung
"iFixit black friday sale, up to 25% off some toolkits",,iFixit
ASUS RT-AX88U AX6000 Dual-Band Gigabit Router - BHPhotoVideo.com $259.99,$259.99,B&H Photo Video
Inateck Keyboard for iPad/iPad Pro/iPad Air with Hundreds of Backlight - From $25.99 – Up to 40% Off + Free Shipping,,Amazon
"AXM AXM-2768 Gaming Monitor [27"", AHVA, 2560 x 1440 (2K), 12 ms, 60 Hz] $173",$173,Newegg
"CORSAIR RM Series (2021), RM850, 850 Watt, 80 Plus Gold Certified, Fully Modular Power Supply - $111.99 + FS",$111.99,Amazon
B&H: Up to $210 Off Select ASUS Gaming Monitors + Free Shipping,,B&H Photo Video
Dell - Lowest Business Prices of the Year - Save up to 50% off!,,Dell Technologies
$30 off Logitech Circle View Doorbell & M100 Corded Mouse $177.98,$177.98,Logitech
AMD Ryzen 9 5900X 3.7 GHz 12-Core AM4 Processor $441 + Free Shipping - Newegg $441.15,$441.15,Newegg
50% Off Individuals or Families for the 1st Year at 1Password,,1Password
AirVPN Black Friday 2021 Sale - up to 74% off,,
"Corsair SF Series, SF450, 450 Watt, SFX, 80+ Platinum Certified, Fully Modular Power Supply (CP-9020181-NA) - $94.99 + FS",$94.99,Amazon
"GIGABYTE B550 AORUS PRO & AORUS PRO AC for $179.99, plus more AMD and Intel options",,Newegg
Crucial Ballistix 3200 MHz DDR4 DRAM Laptop Gaming Memory Kit 32GB (16GBx2) CL16 - $100 AC,$100,Newegg
"Lenovo Ideapad Slim 7i 14"" (1980 X 1080) IPS, 11th Gen Intel EVO i5-1135G7, 8GB memory, 512GB SSD $599",$599,Microsoft Store
The Black Friday Mega Lifetime Bundle: StackSkills + VPN Unlimited + Infosec4TC + Stone River $75,$75,StackSocial
Kingston Impact DDR4 Laptop Memory (2 x 8GB 3200 MHz) - $66.99 with FS @ Kingston & More $63.99,$63.99,Kingston
"Inateck Keyboard Case for iPad 10.2/10.5 inch - Detachable - $19.99, 50% Off",$19.99,Amazon
Keychron mechanical keyboards 20% off $35 - $72,$35,Amazon
"HYTE Revolt 3 Small Form Factor Premium ITX Computer Gaming Case with 700W 80+ Gold SFX Power Supply, White - $180",$180,Newegg
Dell Inspiron 15 Touchscreen Laptop - 11th Gen Intel Core i7-1165G7 - 1080p - Black 512GB PCIe NVMe M.2 Solid State Drive $649.98,$649.98,
MacBook Pro 16” Leather Sleeve $49.99,$49.99,Micro Center
"HP Pavilion Aero 13z-be000 (Ceramic White): 13.3"" FHD+ IPS, Ryzen 5 5600U, 16GB DDR4, 256GB PCIe SSD, Win11 @ $619.99 + F/S",$619.99,HP
"HP EDU: HP 15t Touchscreen Laptop: i7-1165G7, 15.6"" Touch, 16GB DDR4, 256GB SSD",$522.50,HP
QNAP TS-453D-4G-US Diskless nas  BLACK FRIDAY $439.99,$439.99,Newegg
iMazing iOS Manager $9,$9,StackSocial
"32GB Lenovo 10e Chromebook Tablet: 10.1"" 1920x1200 400-nit IPS, 4GB RAM",$99,Lenovo
"Logitech MX Master 3 for Business Mouse, Graphite $86.39 with Free Shipping @ Walmart.com",$86.39,Walmart
California Filaments PETG 1kg roll $15.99 (Black and Cloudy White only) (FS),$15.99,
"Lenovo Ideapad 5i 15"" Laptop, Intel i7-1165G7, 16GB Memory, 512 SSD, Windows 11 Home (82FG0163US) - $649.99",$649.99,Staples
2020 Mac Mini M1 16GB + $20 off Apple Care $789 at Adorama,$789,Adorama
Costco Members: 5TB Seagate One Touch Portable Hard Drive,$90,Costco Wholesale
"WD - Blue 4TB SATA 2.5"" Internal Solid State Drive - $290",,Best Buy
Prime Members: GL.iNet Gigabit Travel AC VPN Router,$49.40,Amazon
"ThinkBook 14s Yoga (14"") - Mineral Grey at 8.00pm ET Nov 26 $1065.4","$1,065.40",Lenovo
Enermax T.B. Silence Adv 140mm Computer Case Fan $0 After Rebate - $$0,,Newegg
Snapmaker Original 3-in-1 3D Printer $439,$439,
"Fiodio Rainbow Wired Membrane Gaming Computer Keyboard w/Wrist Rest, 1600 DPI Mouse Combo - 40% off at Amazon - $16.19",$16.19,Amazon
Amazon: Up to $110 Off ASUS Chromebooks + Free Shipping w/ Prime,$329.99,Amazon
"Blue Iris 5, NVR software for Windows $49.49 ($20 off)",$49.49,
"LG gram 17"" Intel 11th Gen Intel i7-1195G7 - 2560 x 1600 Display -  16 GB memory - 512 GB storage $1199.99 Costco $1199.99","$1,199.99",
"Amazon: Select Amex Membership Rewards Cardholders: Pay w/ Points, Get",from 15% Off,Amazon
"31.5"" BenQ EX3203R 2560x1440 HDR + FS 144Hz Curved Gaming Monitor $339 + free s/h",$339,Adorama
1TB Intel 670p NVMe SSD @B&H $82,$82,B&H Photo Video
"27"" ViewSonic ELITE XG270Q 165Hz IPS G-Sync Gaming Monitor $350 + fre s/h at B&H Photo",$350,B&H Photo Video
NZXT H1 Mini-ITX Computer Case w/ 650W 80+ Gold Fully Modular Power Supply + 140mm AIO Liquid Cooler,$180,nzxt.com
"Asus TUF Gaming Monitors: 27"" VG27AQ 165Hz QHD IPS HDR G-Sync Monitor $269, 31.5"" VG32VQ 144Hz Curved VA HDR Monitor $299 + free s/h at Adorama",$279,Adorama
VMware Black Friday sale,$139.90,VMware
Poweramp Full Version Unlocker (Android App) $2 ~ Google Play,$2,Google Play
"MSI Katana GF66 Laptop: i5-11400H, 15.6"" 144Hz, 512GB SSD, RTX 3050 + Backpack",$699,Adorama
"Lexar Professional 2000x 128GB SDXC UHS-II Card, Up To 300MB/s Read, for DSLR, Cinema-Quality Video Cameras (LSD2000128G-BNNNU) $99.99",$99.99,Amazon
2TB WD SN850 M2 NVME Internal SSD (PS5-compatible) - $319.99,$319.99,Amazon
60% off all Torguard VPN services for the next 48 hours. New customers only.,,TorGuard
LG gram 16 Intel Evo Laptop - 11th Gen Intel Core i7-1165G7 - 2560 x 1600 - 16GB memory - 512 GB storage - $1099.99 - Costco,"$1,099.99",
One Netbook ONEXPLAYER 1S Game Console PC 8.4 Inch Pocket Computer $1149.99,"$1,149.99",Geekbuying
TP link nano AC750 $29.99,$29.99,B&H Photo Video
Amazon: Up to 30% Off ASUS Gaming Peripherals + Free Shipping w/ Prime,$48.99,Amazon
Seasonic SYNCRO Q704 Case + Seasonic Syncro 750W 80+ Gold PSU $163.98,$163.98,Newegg
Civilization VI (Civ 6) 50% off IOS Base Game and  IAP expansions,,Apple App Store
AMD Ryzen 9 5900X 12-Core 3.7 GHz Desktop CPU - $478.99,$478.99,Newegg
QNAP TS-653D-4G-US 6-Bay NAS Enclosure,$550,Newegg
Epson RapidReceipt™ RR-70W Wireless Mobile Receipt and Color Document Scanner - $189.99 + $75 gift card,$189.99,Dell Technologies
Intel Core i7-11700K Unlocked Desktop Processor - 8 cores and 16 threads 735858477291 - $299.00,$299,eBay
"Samsung - Odyssey Gaming CRG5 Series 27"" Curved Monitor at Best Buy, Free Shipping, $249.99, was $399.99",$249.99,Best Buy
Asus VivoBook 14 F415EA-UB34 14 Laptop $339.99,$339.99,Microsoft Store
"Seagate barracuda 8TB, 5400 RPM, 256MB Cache $139.99",$139.99,Amazon
"Anker Docking Station, 757 Thunderbolt Docking Station (Apex, 12-in-1, Thunderbolt 4) $263.99",$263.99,Amazon
"Pixio PX278 27 inch 1440p 144Hz 1ms GTG Response Time HDR DCI-P3 95% sRGB 129% Flat AMD FreeSync Esports, 27 inch Gaming Monitor $229.99",$229.99,Newegg
Pixio PX279 Prime 27 inch 240Hz Fast IPS 1ms GTG HDR FHD 1080p FreeSync Esports IPS Gaming Monitor $249.99,$249.99,Amazon
FiLMiC Pro - 50% off - $7.99 - iOS and Android,$7.99,Apple iTunes
Kingston FURY Impact 32GB (2 x 16GB) 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model KF432S20IB1K2/32 - Newegg.com $139.99,$139.99,Newegg
Klipsch Cinema 700 3.1 Dolby ATMOS Sound Bar + Surround Sound System $549.99,$549.99,Costco Wholesale
Dell Inspiron 3880 i5 8GB 1TB Hard Drive/256GB SSD Win 10 OfficeDepot $550 $549.99,$549.99,Office Depot and OfficeMax
CORSAIR Vengeance LPX 32GB (2 x 16GB) DDR4 3600 Desktop Memory Model CMK32GX4M2D3600C18R,,Newegg
"ASUS ROG Strix Scar 15 (2021) Gaming Laptop, 15.6"" 300Hz IPS Type FHD, NVIDIA GeForce RTX 3080 (130W), AMD Ryzen 9 5900HX, 16GB DDR4, 1TB SSD, G533QS-DS96 $2,099.99","$2,199.99",
1-Year AllTrails Pro Membership Plan,$15,
LG 32GP850-B 32” Ultragear QHD (2560 x 1440) Nano IPS Gaming Monitor G-SYNC/Freesync $476.99,$476.99,Amazon
NZXT 10% OFF site wide until November 29th,,nzxt.com
128GB Samsung Pro Plus microSDXC Memory Card + Reader,$28,Amazon
MSI Optix MAG274QRF-QD $369.99,$369.99,
Android / iOS Games: XCOM Enemy Within or Sid Meier's Civilization Revolution 2,$2 each,Apple iTunes
"Lenovo IdeaPad Slim 7 Pro Multi-Touch Laptop: i7-11370H, 16GB, 512GB SSD, 14"" 2880x1800 $949 + free s/h at B&H Photo",$949,B&H Photo Video
intel LogoIntel Core i7-12700K Alder Lake 3.6GHz Twelve-Core LGA 1700 Boxed Processor - Heatsink No $369.99 (SAVE $80.00) at Microcenter B&M,$369.99,Micro Center
Samsung 980 Pro SSD 1TB M.2 NVMe - Microcenter BM $169.99,,Micro Center
"NOV 26: QNAP TR-004-US 4 Bay USB Type-C DAS Expansion with Hardware RAID (Diskless), $175",$175,Newegg
WD Blue 3D NAND 1TB Internal SSD - SATA III M.2 2280 - Newegg.com - $81.99,$81.99,Newegg
ThunderNews Usenet and VPN Black Friday Deals,,Thundernews
"Ortur Aufero Laser 1 - 7W Laser Engraving Machine 5,000mm/min 24V/2A $207",$207,
Behringer U-Control 2 In/2 Out USB/Audio Interface w/ Digital Output,$10,Sweetwater Audio
Save 33% on Scrap Mechanic on Steam $13.39,$13.39,Steam
Creality Halot Sky CL-89 Clearance $989 minus $250 coupon code $739.99,$739.99,
Western Digital 1TB NVME BLUE SN550 $83.99,$83.99,Amazon
Razer Viper Ultimate Wireless Optical Gaming Mouse $70 + Free Shipping,$70,
Limited-time deal: NETGEAR Nighthawk AX12 12-Stream Wifi 6 Router (RAX200) - AX11000 Tri-Band Wireless Speed (Up to 10.8 Gbps) | Coverage for Large Homes | 4 X 1G and 1 X - $319.00,$319,Amazon
Razer Basilisk X Hyperspeed Wireless Gaming Mouse $32.5,$32.50,Amazon
ASUS TUF Gaming Z590-Plus WiFi 6 LGA 1200 ATX Gaming Motherboard,$190,Newegg
Intel i9-12900K $620 free shipping,$620,Best Buy
EK All-in-One Liquid CPU Coolers w/ Vardar PMW Fans + Newegg Gift Cards $96.99,$96.99,Newegg
CORSAIR VENGEANCE LPX 64GB (2 x 32GB) DDR4 3200 (PC4-25600) Desktop Memory (Black) - $249.99,$249.99,Amazon
$129.99 Black Only Razer BlackShark V2 Pro Wireless Gaming Headset: THX 7.1 Spatial Surround Sound,$129.99,Amazon
"Remanufactured Ink - Kodak, Canon, HP, Epson, $7.99 - $42.99 + Free Shipping w/ Prime",$7.99,Woot!
Vostro 7500 Laptop $688.96,$688.96,Dell Technologies
The 2022 Microsoft Windows PowerShell Certification Bundle (Lifetime Access) $6,$6,StackSocial
"GIGABYTE G5 KC Laptop IPS144hz,16gb ram,3060 6gb. $999 AR",$999,Newegg
The 2022 Microsoft Windows PowerShell Certification Bundle (Lifetime Access) $6,$6,StackSocial
"GIGABYTE G5 KC Laptop IPS144hz,16gb ram,3060 6gb. $999 AR",$999,Newegg
Razer Nari Ultimate Wireless THX Spatial Audio Gaming Headset - Best Buy $113.99 ($199.99 - $80 -$6 BB member pricing) $119.99,$119.99,Best Buy
"NOV 26: Seagate Expansion 6TB Desktop External HDD w/ Rescue Data Recovery Services, $104.99",$104.99,Newegg
"ASUS VivoBook Flip 14 Laptop, 14"" FHD Touch, Intel Core i3-10110U, 4GB DDR4, 128GB SSD, Fingerprint, Windows 10 Home in S Mode, Star Gray, TP412FA-WS31T $349",$349,Walmart
HP Reverb G2 Virtual Reality Headset - $449.00 ($599.00 - $150.00) $449.99,$449.99,eBay
"Lenovo IdeaPad 5 14"" Laptop - 11th Gen Intel Core i5-1135G7 - 1080p $599.99",$599.99,Costco Wholesale
650W be quiet! Straight Power 11 80+ Platinum Modular Power Supply @Newegg $74.90,$74.90,Newegg
Netgear Nighthawk MK62 Dual-Band Mesh Wi-Fi System $120 + free s/h at B&H Photo,$120,B&H Photo Video
Setapp: 1-Year Subscription  $41.4,$41.40,StackSocial
128GB Samsung EVO Select microSDXC Memory Card + Adapter,$16,Amazon
Phanteks Enthoo Pro PH-ES614PTG_BK ATX Full Tower Computer Case @Amazon @Newegg $129.99,$129.99,Amazon
Inland 2TB SSD Gen 4.0 PCIe NVMe 4 x4 M.2 2280 TLC 3D NAND Internal SSD In-Store $229.99,$229.99,Micro Center
"Samsung EDU/EPP: 32"" Samsung Odyssey G7 2560x1440 240Hz Curved VA G-Sync Monitor",$504,Samsung
‎LumaFusion - $19.99,$19.99,Apple App Store
WD Blue SN570 (new version) 500GB 49.99 @ Amazon and Newegg,$49.99,Amazon
"EVGA Clc 360mm All-in-one RGB LED CPU Liquid Cooler, 3X FX12 120mm PWM Fans, Intel, AMD, 5 Yr Warranty, 400-Hy-CL36-V1. Free shipping with Prime $89.99",$89.99,Amazon
"Dell New Precision 5560 Workstation - Core i7-11800H - 16GB DDR4 3200Mhz, 512GB M2 - $1609","$1,609",Dell Technologies
"Lenovo Legion 5 Laptop: Ryzen 5 5600H, 17.3"" 144Hz, 8GB RAM, 256GB SSD, GTX 1650",$699,Walmart
Pixelmator Pro: macOS 50% off $19.99,$19.99,Apple App Store
UNiDAYS EDU: MX MASTER 3 with free MX TRAVEL CASE $75 at Logitech.com,$74.99,Logitech
Sovol SO-2 3in1 Laser Cutter / Laser Engraver (5W) And Pen Plotter $189,$189,
"Lenovo IdeaPad 3 15.6"" Touchscreen Laptop - 11th Gen Intel Core i5-1135G7 - 1080p - Windows 11 @$600 plus $10 Shipping and handling",$600,Costco Wholesale
Sovol SV03 3D Printer $395,$395,
"MSI MAG B550 TOMAHAWK AMD Motherboard [128GB Max Memory, PCI Express 4.0 x16, PCI Express 3.0 x16, M.2] for $139.99 w/ FS after MIR",$139.99,Newegg
"MSI GF65 Thin 10UE-092 Gaming Notebook [Intel Core i7-10750H, 8 GB RAM, 512 GB NVMe SSD, GeForce RTX 3060, 15.6"" 144hz IPS] $929",$929,Newegg
ASUS TUF 24.5” IPS FHD (240hz) 280Hz Fast 1ms G-SYNC Gaming Monitor with DisplayHDR™ 400 VG259QMY - $229,$229,Best Buy
"Lenovo IdeaPad Slim 9i: 14"" 4K IPS Touch, i7-1165G7, 16GB LPDDR4X, 512GB PCIe SSD, Thunderbolt 4, Win10 Pro @ $999.99 + F/S",$999.99,Microsoft Store
